movieid,title,audienceScore,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,boxOffice,distributor,soundType
starlight_crimson,Starlight Crimson,,,,,2022-12-04,84.0,"Holiday, Romance, Comedy",English,Andrew Chapman,,,Stereo
katniss_everdeen_celestial_surreal,Katniss Everdeen Celestial Surreal,,,,,,63.0,Documentary,English,Jaime Hoyt,,,
rocky_balboa_the_terminator_aurora_glimmer,Rocky Balboa The Terminator Aurora Glimmer,62.0,,,,,113.0,"History, Drama",French (Canada),Christopher Salyards,,,
dracula_galaxy_the_joker,Dracula Galaxy The Joker,20.0,,,,,89.0,Action,English,Felicia Anderson,,,Surround
darth_vader_ferris_bueller_frodo_baggins,Darth Vader Ferris Bueller Frodo Baggins,100.0,,,,2016-02-18,88.0,Drama,English,Matthew Cutright,,,
gandalf_the_grey_black_widow_dorothy_gale_epic,Gandalf the Grey Black Widow Dorothy Gale Epic,100.0,,,,2014-01-28,90.0,"Documentary, Comedy",English,Susan Franks,,,
labyrinth_neo,Labyrinth Neo,10.0,,,,,81.0,Sci-fi,English,Christopher Walls,,,
marty_mcfly_enigma_e.t._pirate,Marty McFly Enigma E.T. Pirate,45.0,,,,,111.0,Drama,Italian,Lorraine Corbett,,,Dolby Digital
hulk_cosmic_superman,Hulk Cosmic Superman,,,,,,5.0,"Romance, Comedy",Unknown language,Mary Ewing,,,
cosmic_tony_stark,Cosmic Tony Stark,,,,,,95.0,Documentary,English,Jerry Barta,,,
infinite_travis_bickle_jack_torrance,Infinite Travis Bickle Jack Torrance,86.0,,,,,87.0,Documentary,English,Cruz Keepers,,,
dorothy_gale_glimmer_chronicles_rocky_balboa,Dorothy Gale Glimmer Chronicles Rocky Balboa,86.0,PG-13,"['Intense Epic Battle Sequences', 'Frightening Images']",2003-12-17,2004-05-25,200.0,"Fantasy, Adventure",English,Lisa Garcia,$377.8M,New Line Cinema,"Dolby A, Dolby Digital, Dolby Stereo, Dolby SR, Surround"
wondrous_harmony,Wondrous Harmony,67.0,,,,2009-02-10,90.0,Drama,English,Jerry Perkins,,,
enthralling_starlight_mystic_james_bond,Enthralling Starlight Mystic James Bond,40.0,,,,,109.0,"Action, Mystery & thriller",Malayalam,Julie Davis,,,
whimsical_ferris_bueller_hiccup,Whimsical Ferris Bueller Hiccup,80.0,,,,2016-09-02,75.0,"Comedy, Drama, Sci-fi",English,Jerry Joyce,,,
ferris_bueller_tony_montana_t-800_forrest_gump,Ferris Bueller Tony Montana T-800 Forrest Gump,,,,,,,,,Augusta Daniel,,,
legend_harry_potter,Legend Harry Potter,,,,,,87.0,Drama,English,Veronica Chun,,,
v_james_bond_enchant_wondrous,V James Bond Enchant Wondrous,,,,,2022-01-05,79.0,"Action, Drama",Ukrainian,Gemma Dennis,,,
destiny_glimmer_forrest_gump_wanderer,Destiny Glimmer Forrest Gump Wanderer,,,,,,85.0,Drama,Spanish,Lynn Magaldi,,,
voyage_superman_frodo_baggins,Voyage Superman Frodo Baggins,70.0,,,,,90.0,"Mystery & thriller, Crime, Drama",English,Jerry Perkins,,,
whisper_jack_sparrow_james_bond,Whisper Jack Sparrow James Bond,73.0,R,"['Some Sexual Material', 'Language', 'A Scene of Violence']",2008-12-17,2009-04-28,107.0,Drama,English,Courtney Corning,$3.0K,Yari Film Group,
glorious_myth_travis_bickle,Glorious Myth Travis Bickle,,,,,2017-03-10,72.0,Documentary,English,Heather Eisenmann,,,
luke_skywalker_brave_fantasy_neo,Luke Skywalker Brave Fantasy Neo,,,,1941-01-17,,62.0,Comedy,English,Robert Gayden,,,
sorcerer_terminator_v_tony_stark,Sorcerer Terminator V Tony Stark,100.0,,,,2020-06-05,96.0,"Comedy, Romance",English,Kenneth Hemmer,,,
bruce_wayne_heroic_enigma_the_terminator,Bruce Wayne Heroic Enigma The Terminator,82.0,,,,2020-06-12,92.0,"Drama, Animation",French (France),Larry Pitts,,,
hiccup_wondrous_jack_sparrow_heroic,Hiccup Wondrous Jack Sparrow Heroic,,,,,,96.0,Documentary,French (Canada),Elaine Brown,,,
dazzling_oracle_willy_wonka_majestic,Dazzling Oracle Willy Wonka Majestic,91.0,R,['Language'],2023-03-24,2023-03-31,118.0,"Mystery & thriller, Biography, Drama",English,Stanley Delp,,Apple TV+,Dolby Digital
wolverine_sherlock_holmes_hannibal_lecter_jack_sparrow,Wolverine Sherlock Holmes Hannibal Lecter Jack Sparrow,0.0,,,1974-12-04,,87.0,"Action, Crime, Drama",English,Jesus Gilmore,,,
harmony_scarlett_o'hara_captain_america,Harmony Scarlett O'Hara Captain America,,,,,2017-05-22,84.0,"Sci-fi, Drama",English,Wayne Jamison,,,
forrest_gump_jack_torrance_beneath_celestial,Forrest Gump Jack Torrance Beneath Celestial,38.0,,,,,,,,Deanna Saccucci,,,
wolverine_dorothy_gale_whirlwind_black_widow,Wolverine Dorothy Gale Whirlwind Black Widow,,,,,,,,,Donna Washington,,,
legend_quench_legendary,Legend Quench Legendary,,,,,,65.0,Horror,English (United Kingdom),Phillip Evans,,,
scarlett_o'hara_elegant,Scarlett O'Hara Elegant,74.0,R,"['Language', 'Strong Sexuality', 'Nudity']",,2004-10-12,147.0,Drama,Spanish,Susan Hager,,,Surround
katniss_everdeen_dorothy_gale_morpheus,Katniss Everdeen Dorothy Gale Morpheus,,,,,,80.0,Mystery & thriller,English,Herbert Wethje,,,
princess_leia_wolverine,Princess Leia Wolverine,45.0,,,,2021-05-01,81.0,Comedy,English,Delia Hughes,,,
sherlock_holmes_wonder,Sherlock Holmes Wonder,,,,,,17.0,Adventure,French (Canada),Cornelius Wagner,,,
rocky_balboa_han_solo_spectacular,Rocky Balboa Han Solo Spectacular,,,,,,70.0,Documentary,English,Jay Sumner,,,
journey_katniss_everdeen_eon_moonlit,Journey Katniss Everdeen Eon Moonlit,,,,,2017-04-12,119.0,"Comedy, Horror",Korean,James Theis,,,
beneath_don_vito_corleone_eclipse,Beneath Don Vito Corleone Eclipse,26.0,R,"['Some Sexuality', 'Drug Content', 'Nudity', 'Language', 'Violence']",,2006-04-18,92.0,"Mystery & thriller, Crime, Drama",English,Joshua Lowery,,,Dolby Digital
superman_tony_montana_rick_blaine,Superman Tony Montana Rick Blaine,,,,,2019-01-03,87.0,Fantasy,English,Francisco Chen,,,
escape_the_terminator_tyler_durden_astonish,Escape The Terminator Tyler Durden Astonish,,,,,,,,,Joseph Brooks,,,
neo_dorothy_gale_island,Neo Dorothy Gale Island,66.0,R,"['Language', 'Some Drug Material', 'Sexual Content']",2010-09-15,2010-10-12,87.0,Documentary,English,Judith Carder,,Monterey Media,
james_bond_ellen_ripley_darth_vader,James Bond Ellen Ripley Darth Vader,0.0,,,,2018-10-16,90.0,Mystery & thriller,English,Lori Sinnott,,,
neo_riddle,Neo Riddle,40.0,,,,,95.0,"Crime, Drama",English,Clyde Salinas,,,
tyler_durden_rocky_balboa_vito_corleone_don_vito_corleone,Tyler Durden Rocky Balboa Vito Corleone Don Vito Corleone,,,,,2010-12-15,82.0,Comedy,English,Sylvia Hill,,,
don_vito_corleone_dorothy_gale_dragon_vito_corleone,Don Vito Corleone Dorothy Gale Dragon Vito Corleone,,,,,,44.0,"Kids & family, Adventure, Animation",English,Mona Hicks,,,
stardust_ethereal_black_widow,Stardust Ethereal Black Widow,,,,,,,,,Charles Bowyer,,,
stardust_iron_man_gandalf,Stardust Iron Man Gandalf,,,,,2017-03-13,120.0,Documentary,English,Donald Redden,,,
evoke_donnie_darko,Evoke Donnie Darko,54.0,,,,2006-12-26,109.0,"Mystery & thriller, Action",English,Tommy Byrd,$11.8M,,Surround
jon_snow_e.t._incredible,Jon Snow E.T. Incredible,88.0,,,,,10.0,Drama,English,Norma Cole,,,
crimson_emerald_celestial,Crimson Emerald Celestial,63.0,,,2019-12-27,2020-07-16,123.0,Comedy,Filipino,Anthony Neer,,ABS-CBN Entertainment,
ethereal_witch,Ethereal Witch,75.0,,,1992-05-08,1999-03-09,107.0,"Crime, Drama",English,Elvira Price,$44.5K,"IRS Media, Columbia Pictures","Dolby, Surround, Stereo"
katniss_everdeen_han_solo_harmony,Katniss Everdeen Han Solo Harmony,24.0,R,"['Language', 'Drug Content', 'Rape', 'Some Nudity', 'Strong Bloody Violence']",2013-05-10,2013-11-12,89.0,"Horror, Mystery & thriller",English,William Snodgrass,$40.2K,Radius TWC,
holly_golightly_magician_harry_potter_hulk,Holly Golightly Magician Harry Potter Hulk,66.0,R,['Language'],2011-12-16,2012-03-20,79.0,"Comedy, Drama",English,Louis Kranawetter,$2.5M,Sony Pictures Classics,
infinite_marvelous_frodo_baggins_the_bride,Infinite Marvelous Frodo Baggins The Bride,58.0,,,,2019-12-04,96.0,"Comedy, Horror, Sci-fi",English,Tammy Johnson,,,
rocky_balboa_gollum_darth_vader,Rocky Balboa Gollum Darth Vader,,,,,,110.0,Drama,Turkish,Joseph Scott,,,
adventure_frodo_baggins_the_joker_michael_corleone,Adventure Frodo Baggins The Joker Michael Corleone,,,,,,72.0,"History, Drama, War",Finnish,Cathy Gonzales,,,
tyler_durden_travis_bickle_tony_stark,Tyler Durden Travis Bickle Tony Stark,67.0,,,,,90.0,Fantasy,Chinese,Ethel Davis,,,
captain_jack_sparrow_indiana_jones_dorothy_gale_ellis_redding,Captain Jack Sparrow Indiana Jones Dorothy Gale Ellis Redding,,,,,2017-04-05,81.0,"Drama, Romance",Tagalog,Amanda Goon,,,
darth_vader_sorcerer_tyler_durden_luke_skywalker,Darth Vader Sorcerer Tyler Durden Luke Skywalker,,,,,2022-12-09,84.0,"Holiday, Romance",English,Alma Indovina,,,Stereo
superman_t-800_hannibal_lecter_wolverine,Superman T-800 Hannibal Lecter Wolverine,,,,,2017-03-09,91.0,Comedy,Spanish,Tony Edes,,,
phantom_voyage,Phantom Voyage,,,,,,87.0,Drama,English,Mark Gallemore,,,
the_terminator_astonish,The Terminator Astonish,88.0,,,1987-11-18,2008-01-08,162.0,"Biography, History, Drama",English,Kyle Smoldt,$43.0M,"Artisan Entertainment, Columbia Pictures",Surround
silent_kingdom_rick_blaine_tyler_durden,Silent Kingdom Rick Blaine Tyler Durden,73.0,PG-13,"['Some Suggestive Content', 'Brief Strong Language']",2015-09-25,2016-01-19,121.0,"Comedy, Drama",English,Melanie Lackey,$75.6M,Warner Bros. Pictures,Dolby Digital
brave_elegant_hannibal_lecter,Brave Elegant Hannibal Lecter,,,,,2018-10-10,117.0,Drama,Indonesian,Denise Sanon,,,
illusion_katniss_everdeen_quench,Illusion Katniss Everdeen Quench,28.0,,,,2001-02-13,93.0,"Action, Mystery & thriller",English,Karen Novak,,,
the_bride_rick_blaine,The Bride Rick Blaine,41.0,,,,2009-08-18,98.0,"Romance, Comedy",English,Roger Frija,,,
valiant_annie_hall_enthralling_eon,Valiant Annie Hall Enthralling Eon,,,,,,120.0,Romance,Hindi,Joseph Brooks,,,
ferris_bueller_the_terminator_courageous,Ferris Bueller The Terminator Courageous,75.0,,,2019-11-15,2019-11-15,97.0,Documentary,English,Walter Spitler,$18.2K,Magnolia Pictures,
chronicles_enchant,Chronicles Enchant,87.0,,,,2012-02-14,113.0,Documentary,English,Alberta Gilbertson,,,
hannibal_lecter_tony_montana_han_solo_luke_skywalker,Hannibal Lecter Tony Montana Han Solo Luke Skywalker,,,,,2021-01-28,115.0,Mystery & thriller,Italian,Melissa Stafford,,,Surround
morpheus_hidden,Morpheus Hidden,,,,,2019-09-23,100.0,Drama,Spanish (Spain),Linda Freeze,,,
stardust_intrigue,Stardust Intrigue,,,,,,110.0,Drama,French (Canada),William Perkins,,,
e.t._jack_torrance_adventure,E.T. Jack Torrance Adventure,,,,,2020-04-17,22.0,"Crime, Drama",English,Kevin Bull,,,
michael_corleone_destiny_forrest_gump_t-800,Michael Corleone Destiny Forrest Gump T-800,100.0,,,2022-05-20,2022-08-09,106.0,"Crime, Drama, Action",Korean,Gabrielle Krouse,,Capelight Pictures,
john_mcclane_pirate_katniss_everdeen,John McClane Pirate Katniss Everdeen,,,,,,80.0,"Crime, Drama",Tagalog,Patricia Cohen,,,
michael_corleone_whirlwind_darth_vader_donnie_darko,Michael Corleone Whirlwind Darth Vader Donnie Darko,,,,,,80.0,"Drama, Romance, Lgbtq+",Hindi,Sarah Bishop,,,Dolby
crimson_tony_stark_dazzling_wolverine,Crimson Tony Stark Dazzling Wolverine,50.0,,,1988-05-20,2005-11-15,101.0,Comedy,English,Thomas Lacount,$128.0K,,Surround
enchanted_wolverine,Enchanted Wolverine,21.0,,,,2009-03-24,70.0,"Kids & family, Comedy, Adventure, Animation",English,William Meli,,,
the_terminator_black_widow_chronicles_ferris_bueller,The Terminator Black Widow Chronicles Ferris Bueller,,,,,2020-01-30,126.0,"Drama, Romance",Telugu,Faye Freyermuth,,,
golden_marty_mcfly_james_t._kirk,Golden Marty McFly James T. Kirk,,,,,,,,,Gale Neider,,,
superman_mr._miyagi,Superman Mr. Miyagi,12.0,,,1956-01-11,2013-11-19,99.0,Comedy,English,Michael Cuevas,,,
journey_lost_dream,Journey Lost Dream,38.0,,,,2013-02-12,82.0,Drama,English,Molly Crumble,,,
surreal_magician_mr._miyagi_james_bond,Surreal Magician Mr. Miyagi James Bond,25.0,,,,2011-04-13,90.0,Romance,English,Jennifer Colantuono,$4.4M,,
hannibal_lecter_morpheus_dragon,Hannibal Lecter Morpheus Dragon,42.0,,,2018-09-07,2019-06-21,83.0,Mystery & thriller,English,Shaina Peterson,,Archstone Distribution,
enigma_kingdom_journey_surreal,Enigma Kingdom Journey Surreal,,,,,,87.0,"Drama, Fantasy",Spanish,Barbara Carlson,,,
darth_vader_witch_hulk_hidden,Darth Vader Witch Hulk Hidden,,,,,2017-04-11,86.0,Documentary,German,Meghan Gandy,,,
moonlit_crown_mystic,Moonlit Crown Mystic,,PG-13,"['Violence', 'Disturbing Images']",,,97.0,"Romance, Comedy",French (France),Katherine Mckee,,,
john_wick_tony_stark_scarlett_o'hara,John Wick Tony Stark Scarlett O'Hara,,,,,,,,,Michael Zimmerman,,,
vito_corleone_destiny_harry_potter,Vito Corleone Destiny Harry Potter,50.0,,,,2013-04-30,90.0,"Comedy, Drama",English,George Nunley,,,
iron_man_evoke,Iron Man Evoke,,,,,,124.0,Drama,Kannada,Gale Bradley,,,
fantastic_sherlock_holmes_pirate_starlight,Fantastic Sherlock Holmes Pirate Starlight,,,,,2021-01-11,99.0,Mystery & thriller,English,Darren Robinson,,,
hermione_granger_dorothy_gale_hannibal_lecter,Hermione Granger Dorothy Gale Hannibal Lecter,55.0,PG,['Brief Mild Language'],2003-09-05,2005-05-31,87.0,Documentary,English,Julie Self,,,Surround
labyrinth_mystery,Labyrinth Mystery,,,,,2017-05-23,93.0,Documentary,English,Ignacio Dawson,,,Stereo
superman_gandalf_kingdom_wolverine,Superman Gandalf Kingdom Wolverine,50.0,,,,2014-09-09,96.0,Mystery & thriller,English,Duane Dvorak,,,
ethereal_forrest_gump_velvet,Ethereal Forrest Gump Velvet,,,,,,86.0,Documentary,English (United Kingdom),Robert Shahan,,,
annie_hall_hulk_escape,Annie Hall Hulk Escape,67.0,,,,,114.0,"Mystery & thriller, Sci-fi",Korean,Lucy Pena,,,Dolby Digital
rocky_balboa_norman_bates_magic,Rocky Balboa Norman Bates Magic,65.0,,,2015-02-20,2016-11-30,123.0,"Crime, Drama, Mystery & thriller, Action",Hindi,Lorna Johnson,,,
rocky_balboa_morpheus_terminator,Rocky Balboa Morpheus Terminator,60.0,,,,2017-08-24,89.0,Comedy,English,Theresa Hill,,,
michael_corleone_travis_bickle_myriad,Michael Corleone Travis Bickle Myriad,,,,,,,,,Augusta Daniel,,,
moonlit_black_widow_trinity,Moonlit Black Widow Trinity,35.0,,,,,,,,Glenn Thomas,,,
tony_stark_katniss_everdeen_sorcerer_mystery,Tony Stark Katniss Everdeen Sorcerer Mystery,80.0,,,,2021-11-02,99.0,"Documentary, Sports & fitness",English (United Kingdom),Levi John,,,
crystal_tony_montana_chronicles_michael_corleone,Crystal Tony Montana Chronicles Michael Corleone,76.0,,,1947-07-16,,95.0,"Crime, Drama",English,Heather Lowery,,RKO Radio Pictures,
rocky_balboa_treasure_tyler_durden,Rocky Balboa Treasure Tyler Durden,29.0,,,2014-03-14,2014-05-20,95.0,Horror,English,Brenda Quick,,Phase 4 Films,
norman_bates_james_bond_enchanted_pirate,Norman Bates James Bond Enchanted Pirate,86.0,,,,2019-08-01,84.0,Drama,,Jimmy Moore,,,
elegant_intrigue_travis_bickle_wolverine,Elegant Intrigue Travis Bickle Wolverine,,,,,2005-03-22,60.0,Western,English,Mary Garrett,,,
hidden_captain_jack_sparrow,Hidden Captain Jack Sparrow,40.0,,,,2017-11-02,77.0,"Horror, Mystery & thriller",English,Anthony Fay,,,
glimmer_enigma_astonish_myth,Glimmer Enigma Astonish Myth,82.0,,,,,90.0,"Comedy, Drama",,Douglas Weathers,,,
travis_bickle_darth_vader_vivid_john_wick,Travis Bickle Darth Vader Vivid John Wick,,,,,,95.0,Action,Spanish,James Drury,,,
myth_captain_jack_sparrow_whispering,Myth Captain Jack Sparrow Whispering,,,,,,,,,Augusta Daniel,,,
supreme_astonish_golden_princess_leia,Supreme Astonish Golden Princess Leia,83.0,PG-13,"['Smoking', 'Drug Use', 'Some Thematic Elements']",2011-10-07,2009-04-28,115.0,Drama,English,Lola Gonzales,$44.7K,Icon Entertainment International,
vito_corleone_riddle_willy_wonka_hannibal_lecter,Vito Corleone Riddle Willy Wonka Hannibal Lecter,,,,,,78.0,"Mystery & thriller, Comedy",Korean,Kevin Schnetzer,,,
jack_torrance_whispering_elegant_hannibal_lecter,Jack Torrance Whispering Elegant Hannibal Lecter,,,,,,94.0,Documentary,Arabic,Cathy Clevenger,,,
wondrous_hulk_katniss_everdeen,Wondrous Hulk Katniss Everdeen,,,,,,147.0,"Action, Romance, Drama",Hindi,January Tahon,,,
katniss_everdeen_marty_mcfly_wolverine,Katniss Everdeen Marty McFly Wolverine,41.0,,,,2005-02-22,105.0,"Romance, Comedy",Chinese,Nathan Rios,,,Surround
supreme_hannibal_lecter_dorothy_gale,Supreme Hannibal Lecter Dorothy Gale,,,,,2019-11-12,82.0,Documentary,English,John Watson,,,
wonder_woman_glorious_ellen_ripley,Wonder Woman Glorious Ellen Ripley,,,,,,85.0,Comedy,German,Robert Marchetti,,,
marvelous_riddle_captain_america,Marvelous Riddle Captain America,8.0,,,,2004-08-31,93.0,Mystery & thriller,English,Inez Cochran,,,Surround
glimmer_mythical_whimsical,Glimmer Mythical Whimsical,17.0,,,,,,,,Delma Reams,,,
frodo_baggins_the_terminator,Frodo Baggins The Terminator,,,,,2019-10-21,90.0,Mystery & thriller,English,Edward Hong,,,
escape_ellen_ripley_myriad,Escape Ellen Ripley Myriad,,,,,,127.0,Mystery & thriller,English,Jeremy Carrozza,,,
phantom_hulk,Phantom Hulk,0.0,,,2009-03-01,2016-10-22,82.0,"Action, Comedy, Mystery & thriller",English,Steve Gilbreth,,,
miracle_heroic_captain_america,Miracle Heroic Captain America,,,,,,130.0,Drama,French (France),Susan Parrott,,,
beneath_valley,Beneath Valley,47.0,,,,,90.0,Drama,English,Amy Shaddix,,,
phantom_katniss_everdeen,Phantom Katniss Everdeen,,,,,2019-08-20,110.0,Documentary,English,Amos Maloney,,,
ellen_ripley_wanderer,Ellen Ripley Wanderer,,,,1935-09-13,2016-09-29,82.0,Fantasy,English,Nancy Mikkelsen,,,
bruce_wayne_the_joker_lost_oracle,Bruce Wayne The Joker Lost Oracle,100.0,,,,2019-05-07,90.0,Documentary,English,Robert Lyman,,,
myriad_journey_fortune,Myriad Journey Fortune,13.0,PG-13,['Brief Drug Content'],2007-09-28,2008-01-29,102.0,"Comedy, Drama",English,Gloria Robinson,,Cinema Libre Studio,
gollum_wolverine_john_mcclane_spectacular,Gollum Wolverine John McClane Spectacular,30.0,,,1939-09-29,2001-09-11,95.0,"Romance, Comedy",English,Margaret Mcdonald,,Paramount Pictures,
annie_hall_crystal_hulk,Annie Hall Crystal Hulk,,,,,,90.0,"Romance, Comedy",English,Janet Chick,,,
hulk_katniss_everdeen_chronicles_hannibal_lecter,Hulk Katniss Everdeen Chronicles Hannibal Lecter,32.0,,,,,95.0,Drama,Swedish,Benjamin Moore,,,
marty_mcfly_captain_jack_sparrow_crimson_heroic,Marty McFly Captain Jack Sparrow Crimson Heroic,,,,,,,,,Augusta Daniel,,,
crown_jack_torrance_the_terminator_fantastic,Crown Jack Torrance The Terminator Fantastic,30.0,,,1991-06-28,2006-08-01,92.0,Drama,English,Cruz Keepers,$67.3K,Metro-Goldwyn-Mayer,Surround
ellis_redding_morpheus_dorothy_gale,Ellis Redding Morpheus Dorothy Gale,,,,,,91.0,"Action, Drama",Chinese,Eric Ortega,,,
gandalf_norman_bates_ellis_redding,Gandalf Norman Bates Ellis Redding,30.0,PG-13,"['Brief Strong Language', 'Some Nudity']",2009-10-16,2011-04-26,97.0,Comedy,English,Michael Mccrae,,,
miracle_jack_sparrow_han_solo_witch,Miracle Jack Sparrow Han Solo Witch,,,,,,,,,Sabrina Hatfield,,,
james_bond_phenomenal_mythical_silent,James Bond Phenomenal Mythical Silent,,,,,,138.0,Drama,Tamil,Richard Hughes,,,
john_mcclane_luke_skywalker_e.t.,John McClane Luke Skywalker E.T.,,,,,,,,English,Augusta Daniel,,,
black_widow_marty_mcfly_tyler_durden,Black Widow Marty McFly Tyler Durden,,,,,,,,,Augusta Daniel,,,
forrest_gump_whimsical_enchant,Forrest Gump Whimsical Enchant,,,,,,87.0,"Action, Adventure",Spanish,Leslie Charles,,,
gollum_james_t._kirk_james_bond,Gollum James T. Kirk James Bond,58.0,,,,,107.0,Comedy,Italian,Eva Mcknight,,,Surround
epic_darth_vader_scarlett_o'hara_jack_sparrow,Epic Darth Vader Scarlett O'Hara Jack Sparrow,40.0,,,,2014-07-21,90.0,Drama,English,Richard Hamilton,,,
incredible_quest_ellis_redding_james_bond,Incredible Quest Ellis Redding James Bond,49.0,,,,,94.0,Adventure,English,Everett Chisolm,,,Surround
escape_the_terminator_tyler_durden_astonish,Escape The Terminator Tyler Durden Astonish,,,,,,,,,Joseph Brooks,,,
riddle_epic_hannibal_lecter_princess_leia,Riddle Epic Hannibal Lecter Princess Leia,,,,,,90.0,"History, Drama",French (Canada),Mary Mcpherson,,,
lara_croft_jack_torrance_labyrinth,Lara Croft Jack Torrance Labyrinth,22.0,,,,2014-09-02,82.0,Sci-fi,English,Stewart Connolly,,,
wanderer_heroic_pirate_fantasy,Wanderer Heroic Pirate Fantasy,,,,,,103.0,"Kids & family, Adventure, Action, Anime",Japanese,Sydney Midkiff,,,
mystic_indiana_jones_luke_skywalker_frodo_baggins,Mystic Indiana Jones Luke Skywalker Frodo Baggins,50.0,,,,,75.0,Drama,Persian,Dorothy Naish,,,
norman_bates_eclipse_han_solo,Norman Bates Eclipse Han Solo,,,,,,115.0,Drama,Chinese,Marla Robles,,,
enigma_annie_hall_rick_blaine_phenomenal,Enigma Annie Hall Rick Blaine Phenomenal,25.0,,,,2017-12-05,92.0,Comedy,English,Daniel Garcia,,,
ellen_ripley_adventure_jason_bourne,Ellen Ripley Adventure Jason Bourne,,,,,,25.0,Mystery & thriller,Unknown language,Martha Vallejo,,,
starlight_bruce_wayne_the_joker_whispering,Starlight Bruce Wayne The Joker Whispering,,,,1921-12-09,,135.0,Romance,,Karen Hammond,,,
rocky_balboa_rocky_balboa_dazzling_secret,Rocky Balboa Rocky Balboa Dazzling Secret,,,,1939-06-10,2017-04-25,210.0,Adventure,English,Eric Biddle,,,
